booking_id,hotel_id,hotel_name,room_type,nights,price_per_night,check_in,status
910,H010,Hotel J,Double,2,463,2024-04-08,confirmed
1558,H016,Hotel P,Double,9,119,2024-07-02,confirmed
1804,H019,Hotel S,Suite,8,250,2024-10-18,confirmed
4509,H046,Hotel n,Deluxe,10,79,2024-03-09,confirmed
136,H002,Hotel B,Single,4,114,2024-08-25,confirmed
1663,H017,Hotel Q,Suite,8,115,2024-10-21,confirmed
1049,H011,Hotel K,Double,9,389,2024-03-25,confirmed
4174,H042,Hotel j,Single,6,244,2024-07-02,confirmed
4214,H043,Hotel k,Suite,3,274,2024-05-27,confirmed
2317,H024,Hotel X,Double,7,303,2024-02-24,confirmed
3162,H032,Hotel `,Suite,8,266,2024-12-18,confirmed
87,H001,Hotel A,Suite,2,231,2024-01-15,canceled
2833,H029,Hotel ],Single,2,168,2024-11-09,confirmed
2470,H025,Hotel Y,Deluxe,2,158,2024-05-14,confirmed
3927,H040,Hotel h,Deluxe,8,117,2024-03-22,confirmed
4996,H050,Hotel r,Single,8,82,2024-09-04,confirmed
4086,H041,Hotel i,Single,1,248,2024-11-15,confirmed
2785,H028,Hotel \,Deluxe,5,57,2024-11-01,confirmed
601,H007,Hotel G,Suite,4,220,2024-10-20,confirmed
2900,H029,Hotel ],Suite,8,484,2024-08-04,confirmed
698,H007,Hotel G,Suite,2,334,2024-11-10,canceled
1136,H012,Hotel L,Deluxe,10,307,2024-10-24,confirmed
3364,H034,Hotel b,Double,1,451,2024-02-14,confirmed
3774,H038,Hotel f,Suite,2,425,2024-02-22,confirmed
4198,H042,Hotel j,Deluxe,2,68,2024-10-14,confirmed
4638,H047,Hotel o,Single,4,189,2024-05-13,confirmed
2904,H030,Hotel ^,Double,4,228,2024-04-11,confirmed
3611,H037,Hotel e,Deluxe,4,161,2024-11-21,confirmed
219,H003,Hotel C,Double,6,304,2024-03-24,canceled
1781,H018,Hotel R,Double,9,163,2024-10-10,confirmed
1517,H016,Hotel P,Single,10,86,2024-09-12,confirmed
1920,H020,Hotel T,Single,5,500,2024-04-07,confirmed
3086,H031,Hotel _,Single,10,336,2024-03-13,confirmed
4952,H050,Hotel r,Deluxe,3,399,2024-07-13,confirmed
375,H004,Hotel D,Suite,2,158,2024-03-05,confirmed
1024,H011,Hotel K,Deluxe,5,131,2024-10-09,canceled
3115,H032,Hotel `,Single,3,377,2024-04-10,confirmed
1056,H011,Hotel K,Single,1,453,2024-11-03,confirmed
2544,H026,Hotel Z,Double,3,430,2024-11-15,confirmed
937,H010,Hotel J,Single,8,488,2024-08-14,canceled
1015,H011,Hotel K,Deluxe,5,263,2024-04-02,confirmed
1177,H012,Hotel L,Deluxe,8,284,2024-09-20,confirmed
1971,H020,Hotel T,Double,5,245,2024-09-23,confirmed
998,H010,Hotel J,Double,7,108,2024-04-01,confirmed
4209,H043,Hotel k,Double,1,74,2024-02-09,confirmed
1548,H016,Hotel P,Double,1,89,2024-11-17,confirmed
1671,H017,Hotel Q,Double,1,158,2024-02-13,confirmed
4077,H041,Hotel i,Suite,5,127,2024-04-02,canceled
2327,H024,Hotel X,Double,9,50,2024-01-07,canceled
4419,H045,Hotel m,Suite,4,285,2024-01-14,confirmed
2367,H024,Hotel X,Double,5,205,2024-01-02,confirmed
2691,H027,Hotel [,Double,7,323,2024-06-08,confirmed
956,H010,Hotel J,Deluxe,2,88,2024-07-09,confirmed
4410,H045,Hotel m,Deluxe,3,354,2024-12-09,confirmed
3863,H039,Hotel g,Suite,5,343,2024-12-19,confirmed
2549,H026,Hotel Z,Deluxe,7,58,2024-01-27,confirmed
4318,H044,Hotel l,Single,4,64,2024-09-04,confirmed
3502,H036,Hotel d,Suite,1,207,2024-10-21,confirmed
3213,H033,Hotel a,Single,9,307,2024-07-19,confirmed
363,H004,Hotel D,Double,5,413,2024-04-25,canceled
2906,H030,Hotel ^,Double,3,98,2024-02-23,confirmed
4229,H043,Hotel k,Deluxe,3,238,2024-09-23,confirmed
1237,H013,Hotel M,Double,6,372,2024-07-16,confirmed
4870,H049,Hotel q,Single,3,225,2024-07-15,confirmed
4386,H044,Hotel l,Suite,5,284,2024-04-23,canceled
1950,H020,Hotel T,Deluxe,7,413,2024-02-13,confirmed
2256,H023,Hotel W,Double,1,409,2024-11-18,confirmed
1699,H017,Hotel Q,Suite,9,383,2024-11-17,confirmed
523,H006,Hotel F,Suite,4,386,2024-03-17,confirmed
1404,H015,Hotel O,Suite,8,427,2024-01-28,confirmed
249,H003,Hotel C,Single,10,320,2024-04-02,confirmed
2639,H027,Hotel [,Single,5,499,2024-04-05,confirmed
1995,H020,Hotel T,Double,10,177,2024-03-19,confirmed
507,H006,Hotel F,Suite,6,290,2024-08-01,confirmed
1075,H011,Hotel K,Suite,9,329,2024-04-28,confirmed
870,H009,Hotel I,Suite,2,167,2024-04-12,confirmed
931,H010,Hotel J,Double,6,444,2024-03-12,confirmed
4104,H042,Hotel j,Single,7,326,2024-11-11,confirmed
3107,H032,Hotel `,Single,1,329,2024-08-24,confirmed
1654,H017,Hotel Q,Suite,8,487,2024-05-09,confirmed
3732,H038,Hotel f,Double,5,283,2024-10-24,confirmed
1490,H015,Hotel O,Single,10,471,2024-08-26,confirmed
214,H003,Hotel C,Single,7,309,2024-05-05,confirmed
3373,H034,Hotel b,Double,1,302,2024-05-09,confirmed
1883,H019,Hotel S,Deluxe,10,492,2024-06-22,canceled
2490,H025,Hotel Y,Single,2,407,2024-10-20,confirmed
519,H006,Hotel F,Double,4,222,2024-04-07,confirmed
2124,H022,Hotel V,Double,3,317,2024-05-18,confirmed
849,H009,Hotel I,Suite,4,145,2024-01-28,confirmed
1248,H013,Hotel M,Deluxe,5,180,2024-08-02,confirmed
3798,H038,Hotel f,Suite,6,380,2024-12-17,confirmed
3580,H036,Hotel d,Double,9,440,2024-05-21,confirmed
489,H005,Hotel E,Double,5,255,2024-08-17,canceled
1256,H013,Hotel M,Double,8,370,2024-08-20,confirmed
3002,H031,Hotel _,Single,8,476,2024-08-10,canceled
4007,H041,Hotel i,Single,4,267,2024-01-19,confirmed
1464,H015,Hotel O,Suite,1,147,2024-04-28,confirmed
1570,H016,Hotel P,Single,10,367,2024-11-23,confirmed
1850,H019,Hotel S,Suite,4,494,2024-07-03,confirmed
497,H005,Hotel E,Suite,6,322,2024-07-05,confirmed
2390,H024,Hotel X,Single,1,146,2024-02-14,confirmed
2092,H021,Hotel U,Single,8,246,2024-02-03,canceled
2247,H023,Hotel W,Deluxe,2,349,2024-05-13,confirmed
2363,H024,Hotel X,Suite,10,272,2024-06-10,canceled
1282,H013,Hotel M,Deluxe,10,394,2024-03-23,confirmed
2212,H023,Hotel W,Suite,4,345,2024-12-10,confirmed
3399,H034,Hotel b,Deluxe,7,187,2024-05-10,confirmed
3613,H037,Hotel e,Double,1,319,2024-09-02,confirmed
2997,H030,Hotel ^,Suite,6,387,2024-05-08,confirmed
190,H002,Hotel B,Suite,1,187,2024-03-09,confirmed
353,H004,Hotel D,Double,3,221,2024-07-25,confirmed
2130,H022,Hotel V,Deluxe,6,220,2024-10-21,confirmed
619,H007,Hotel G,Suite,3,130,2024-11-25,confirmed
2136,H022,Hotel V,Double,2,400,2024-09-18,confirmed
121,H002,Hotel B,Single,7,378,2024-04-19,canceled
2089,H021,Hotel U,Suite,5,363,2024-02-28,confirmed
2360,H024,Hotel X,Single,9,201,2024-10-04,confirmed
4339,H044,Hotel l,Deluxe,7,331,2024-09-09,confirmed
3418,H035,Hotel c,Double,2,370,2024-04-12,confirmed
2682,H027,Hotel [,Double,8,380,2024-05-17,confirmed
4003,H041,Hotel i,Single,5,107,2024-02-07,confirmed
3730,H038,Hotel f,Deluxe,5,316,2024-11-17,confirmed
551,H006,Hotel F,Suite,9,458,2024-05-15,confirmed
1325,H014,Hotel N,Deluxe,10,443,2024-08-28,confirmed
2495,H025,Hotel Y,Double,2,392,2024-08-02,confirmed
241,H003,Hotel C,Double,4,375,2024-10-12,canceled
368,H004,Hotel D,Double,7,170,2024-12-02,canceled
4365,H044,Hotel l,Single,5,139,2024-05-09,canceled
628,H007,Hotel G,Single,2,262,2024-02-24,confirmed
1210,H013,Hotel M,Single,1,202,2024-12-26,confirmed
1745,H018,Hotel R,Single,9,288,2024-08-05,canceled
1153,H012,Hotel L,Deluxe,2,465,2024-07-01,confirmed
2618,H027,Hotel [,Double,10,135,2024-06-19,confirmed
305,H004,Hotel D,Suite,7,219,2024-01-08,canceled
752,H008,Hotel H,Single,9,398,2024-07-26,canceled
3534,H036,Hotel d,Deluxe,2,237,2024-02-24,confirmed
3267,H033,Hotel a,Single,1,141,2024-04-13,canceled
1924,H020,Hotel T,Single,9,340,2024-10-24,confirmed
550,H006,Hotel F,Suite,7,345,2024-01-23,confirmed
840,H009,Hotel I,Double,7,63,2024-10-22,confirmed
4658,H047,Hotel o,Single,1,199,2024-03-01,confirmed
492,H005,Hotel E,Single,7,133,2024-04-05,confirmed
1474,H015,Hotel O,Single,6,173,2024-12-14,canceled
1775,H018,Hotel R,Single,1,127,2024-08-03,confirmed
2895,H029,Hotel ],Double,8,435,2024-08-27,confirmed
1802,H019,Hotel S,Double,5,90,2024-08-23,canceled
4434,H045,Hotel m,Deluxe,4,458,2024-08-16,canceled
4868,H049,Hotel q,Single,10,109,2024-01-17,canceled
3517,H036,Hotel d,Single,3,490,2024-01-08,confirmed
1499,H015,Hotel O,Double,8,184,2024-11-13,confirmed
1396,H014,Hotel N,Double,9,85,2024-06-14,confirmed
1342,H014,Hotel N,Single,9,464,2024-06-23,confirmed
542,H006,Hotel F,Single,3,415,2024-03-13,confirmed
2032,H021,Hotel U,Deluxe,5,108,2024-05-07,confirmed
2857,H029,Hotel ],Deluxe,6,162,2024-03-12,confirmed
2501,H026,Hotel Z,Deluxe,1,264,2024-09-20,confirmed
4286,H043,Hotel k,Single,5,368,2024-04-27,canceled
4521,H046,Hotel n,Double,7,297,2024-05-02,canceled
4962,H050,Hotel r,Double,4,67,2024-08-14,confirmed
3425,H035,Hotel c,Double,5,348,2024-01-26,confirmed
1973,H020,Hotel T,Double,6,291,2024-05-24,confirmed
2609,H027,Hotel [,Single,5,385,2024-11-06,confirmed
76,H001,Hotel A,Suite,10,391,2024-03-16,confirmed
3063,H031,Hotel _,Single,8,253,2024-07-04,confirmed
4534,H046,Hotel n,Suite,7,455,2024-10-18,canceled
4476,H045,Hotel m,Deluxe,4,206,2024-07-11,confirmed
2042,H021,Hotel U,Deluxe,7,420,2024-10-15,confirmed
1475,H015,Hotel O,Double,5,245,2024-12-01,confirmed
2432,H025,Hotel Y,Deluxe,10,174,2024-01-23,confirmed
1591,H016,Hotel P,Single,3,342,2024-11-12,confirmed
4639,H047,Hotel o,Suite,6,336,2024-01-13,confirmed
1616,H017,Hotel Q,Deluxe,3,185,2024-09-03,confirmed
3570,H036,Hotel d,Double,10,314,2024-02-12,confirmed
4060,H041,Hotel i,Suite,10,241,2024-03-22,confirmed
2449,H025,Hotel Y,Double,4,285,2024-07-11,confirmed
1710,H018,Hotel R,Deluxe,10,304,2024-06-07,canceled
1541,H016,Hotel P,Deluxe,4,128,2024-12-13,confirmed
3699,H037,Hotel e,Suite,4,430,2024-03-03,confirmed
4730,H048,Hotel p,Suite,4,120,2024-10-16,confirmed
2021,H021,Hotel U,Deluxe,7,195,2024-06-16,canceled
3878,H039,Hotel g,Single,7,102,2024-11-14,confirmed
2148,H022,Hotel V,Deluxe,1,409,2024-09-02,confirmed
1483,H015,Hotel O,Single,9,342,2024-04-27,confirmed
1209,H013,Hotel M,Deluxe,1,72,2024-10-11,confirmed
440,H005,Hotel E,Double,1,64,2024-07-09,confirmed
1121,H012,Hotel L,Double,10,133,2024-07-02,confirmed
4745,H048,Hotel p,Single,3,58,2024-05-12,confirmed
1609,H017,Hotel Q,Deluxe,3,457,2024-10-28,confirmed
1279,H013,Hotel M,Single,5,388,2024-05-24,confirmed
2447,H025,Hotel Y,Single,10,291,2024-05-04,canceled
971,H010,Hotel J,Double,8,408,2024-07-18,confirmed
4151,H042,Hotel j,Suite,2,194,2024-02-21,confirmed
2769,H028,Hotel \,Deluxe,5,336,2024-07-28,confirmed
4844,H049,Hotel q,Suite,5,399,2024-10-02,canceled
999,H010,Hotel J,Suite,8,80,2024-08-02,canceled
2648,H027,Hotel [,Double,3,90,2024-08-03,confirmed
2483,H025,Hotel Y,Double,2,291,2024-07-22,confirmed
2311,H024,Hotel X,Suite,8,457,2024-04-19,confirmed
3001,H031,Hotel _,Double,2,426,2024-12-28,confirmed
2571,H026,Hotel Z,Single,3,86,2024-04-08,confirmed
772,H008,Hotel H,Single,2,357,2024-09-04,confirmed
2083,H021,Hotel U,Deluxe,3,209,2024-03-02,confirmed
2248,H023,Hotel W,Deluxe,3,127,2024-01-15,confirmed
3524,H036,Hotel d,Deluxe,5,116,2024-01-09,canceled
3177,H032,Hotel `,Deluxe,6,216,2024-08-18,confirmed
4200,H042,Hotel j,Single,2,312,2024-03-05,confirmed
764,H008,Hotel H,Double,5,197,2024-06-21,canceled
4351,H044,Hotel l,Double,8,212,2024-03-15,confirmed
1226,H013,Hotel M,Suite,9,382,2024-08-22,confirmed
1097,H011,Hotel K,Deluxe,6,90,2024-11-16,canceled
2055,H021,Hotel U,Deluxe,5,416,2024-02-25,confirmed
187,H002,Hotel B,Deluxe,10,336,2024-02-03,confirmed
4598,H046,Hotel n,Double,10,477,2024-01-27,confirmed
680,H007,Hotel G,Double,1,263,2024-01-06,canceled
1058,H011,Hotel K,Deluxe,8,265,2024-03-16,confirmed
3232,H033,Hotel a,Deluxe,3,401,2024-10-19,canceled
521,H006,Hotel F,Single,10,397,2024-11-14,confirmed
4089,H041,Hotel i,Deluxe,9,165,2024-03-08,confirmed
2528,H026,Hotel Z,Suite,6,231,2024-04-11,confirmed
1613,H017,Hotel Q,Double,2,345,2024-07-18,confirmed
1465,H015,Hotel O,Double,7,398,2024-05-13,confirmed
2619,H027,Hotel [,Double,10,258,2024-12-18,canceled
3533,H036,Hotel d,Deluxe,6,163,2024-07-04,canceled
4785,H048,Hotel p,Single,7,292,2024-09-23,confirmed
112,H002,Hotel B,Single,10,419,2024-01-27,confirmed
2675,H027,Hotel [,Deluxe,9,407,2024-01-14,confirmed
4217,H043,Hotel k,Double,6,161,2024-04-24,canceled
3099,H031,Hotel _,Deluxe,7,328,2024-09-27,confirmed
2931,H030,Hotel ^,Suite,7,405,2024-10-20,confirmed
496,H005,Hotel E,Deluxe,9,163,2024-09-24,confirmed
4368,H044,Hotel l,Double,6,411,2024-06-08,confirmed
4612,H047,Hotel o,Single,7,489,2024-06-10,confirmed
1155,H012,Hotel L,Deluxe,1,237,2024-02-17,canceled
2975,H030,Hotel ^,Deluxe,1,367,2024-05-09,confirmed
1677,H017,Hotel Q,Deluxe,3,123,2024-09-03,confirmed
1150,H012,Hotel L,Single,2,305,2024-03-19,confirmed
2567,H026,Hotel Z,Deluxe,3,393,2024-04-10,confirmed
4681,H047,Hotel o,Single,8,95,2024-09-03,confirmed
4172,H042,Hotel j,Suite,10,412,2024-10-09,confirmed
2200,H022,Hotel V,Suite,5,307,2024-09-07,confirmed
1958,H020,Hotel T,Single,7,299,2024-02-04,confirmed
1298,H013,Hotel M,Deluxe,3,152,2024-12-28,confirmed
643,H007,Hotel G,Single,10,367,2024-07-28,confirmed
2625,H027,Hotel [,Suite,6,471,2024-02-28,confirmed
450,H005,Hotel E,Suite,1,478,2024-03-12,confirmed
970,H010,Hotel J,Deluxe,6,315,2024-07-28,confirmed
1361,H014,Hotel N,Single,4,225,2024-11-15,confirmed
1668,H017,Hotel Q,Suite,4,193,2024-12-03,canceled
2268,H023,Hotel W,Double,2,128,2024-03-07,confirmed
2663,H027,Hotel [,Single,1,372,2024-08-12,confirmed
758,H008,Hotel H,Double,3,445,2024-04-05,confirmed
1087,H011,Hotel K,Double,6,105,2024-05-26,confirmed
3234,H033,Hotel a,Double,6,113,2024-04-19,confirmed
727,H008,Hotel H,Double,1,477,2024-04-24,confirmed
2862,H029,Hotel ],Deluxe,3,280,2024-06-13,confirmed
4867,H049,Hotel q,Deluxe,3,232,2024-12-05,confirmed
4826,H049,Hotel q,Deluxe,6,377,2024-04-13,confirmed
4495,H045,Hotel m,Double,8,223,2024-11-23,confirmed
3950,H040,Hotel h,Deluxe,5,105,2024-09-20,confirmed
4909,H050,Hotel r,Single,6,432,2024-08-13,confirmed
189,H002,Hotel B,Suite,5,169,2024-12-07,confirmed
1266,H013,Hotel M,Deluxe,8,238,2024-12-21,confirmed
2858,H029,Hotel ],Double,4,179,2024-06-21,confirmed
2667,H027,Hotel [,Single,6,401,2024-08-16,confirmed
733,H008,Hotel H,Deluxe,5,367,2024-12-21,confirmed
1380,H014,Hotel N,Double,9,467,2024-01-05,confirmed
1190,H012,Hotel L,Suite,2,257,2024-07-11,canceled
1064,H011,Hotel K,Suite,6,318,2024-09-03,confirmed
4159,H042,Hotel j,Single,3,131,2024-01-06,confirmed
1595,H016,Hotel P,Suite,3,356,2024-01-14,canceled
1424,H015,Hotel O,Double,1,153,2024-10-11,confirmed
4511,H046,Hotel n,Suite,9,85,2024-03-02,confirmed
3896,H039,Hotel g,Single,5,262,2024-01-01,confirmed
433,H005,Hotel E,Deluxe,7,161,2024-11-23,confirmed
4380,H044,Hotel l,Single,2,308,2024-11-20,confirmed
671,H007,Hotel G,Double,1,318,2024-08-10,canceled
2320,H024,Hotel X,Double,8,162,2024-06-01,confirmed
4131,H042,Hotel j,Single,5,272,2024-04-21,confirmed
4372,H044,Hotel l,Suite,10,268,2024-05-21,confirmed
2945,H030,Hotel ^,Suite,2,395,2024-12-28,confirmed
1818,H019,Hotel S,Deluxe,7,160,2024-10-10,confirmed
2768,H028,Hotel \,Deluxe,10,228,2024-12-06,confirmed
4069,H041,Hotel i,Single,10,134,2024-02-27,confirmed
220,H003,Hotel C,Double,4,105,2024-01-14,confirmed
4753,H048,Hotel p,Single,10,330,2024-01-15,confirmed
4260,H043,Hotel k,Double,4,93,2024-07-11,confirmed
2933,H030,Hotel ^,Single,2,290,2024-05-17,confirmed
3199,H032,Hotel `,Deluxe,1,367,2024-01-05,confirmed
2340,H024,Hotel X,Single,9,249,2024-12-14,confirmed
3504,H036,Hotel d,Double,3,115,2024-09-22,confirmed
1750,H018,Hotel R,Suite,1,355,2024-06-18,confirmed
4036,H041,Hotel i,Deluxe,9,400,2024-06-05,confirmed
2371,H024,Hotel X,Double,5,118,2024-08-22,confirmed
4818,H049,Hotel q,Deluxe,6,322,2024-05-18,confirmed
372,H004,Hotel D,Suite,5,478,2024-09-15,confirmed
3271,H033,Hotel a,Deluxe,4,79,2024-05-17,confirmed
4827,H049,Hotel q,Suite,2,92,2024-04-01,confirmed
911,H010,Hotel J,Single,3,86,2024-01-04,canceled
3053,H031,Hotel _,Single,3,477,2024-12-02,confirmed
1371,H014,Hotel N,Single,3,64,2024-06-23,confirmed
1530,H016,Hotel P,Single,2,194,2024-09-17,confirmed
1236,H013,Hotel M,Single,3,167,2024-04-20,confirmed
1244,H013,Hotel M,Single,1,400,2024-09-19,confirmed
973,H010,Hotel J,Single,8,217,2024-01-06,canceled
607,H007,Hotel G,Double,1,165,2024-03-16,confirmed
4195,H042,Hotel j,Single,8,268,2024-12-22,confirmed
260,H003,Hotel C,Double,1,406,2024-11-03,confirmed
1864,H019,Hotel S,Deluxe,6,481,2024-02-17,confirmed
1157,H012,Hotel L,Double,7,150,2024-10-23,confirmed
749,H008,Hotel H,Deluxe,3,470,2024-05-01,confirmed
3695,H037,Hotel e,Suite,3,324,2024-06-13,confirmed
4056,H041,Hotel i,Single,6,53,2024-04-28,confirmed
511,H006,Hotel F,Double,1,398,2024-06-24,confirmed
3579,H036,Hotel d,Double,2,50,2024-04-04,confirmed
4712,H048,Hotel p,Double,2,437,2024-09-27,canceled
1845,H019,Hotel S,Single,10,234,2024-01-22,confirmed
1423,H015,Hotel O,Double,4,489,2024-09-06,confirmed
4846,H049,Hotel q,Single,7,451,2024-04-04,confirmed
2498,H025,Hotel Y,Double,9,111,2024-06-18,confirmed
1002,H011,Hotel K,Double,8,441,2024-12-01,canceled
1686,H017,Hotel Q,Suite,2,371,2024-06-13,confirmed
4196,H042,Hotel j,Deluxe,10,448,2024-04-16,confirmed
3545,H036,Hotel d,Suite,8,391,2024-02-20,confirmed
3506,H036,Hotel d,Deluxe,2,320,2024-10-03,confirmed
3791,H038,Hotel f,Suite,6,130,2024-04-18,canceled
3200,H032,Hotel `,Deluxe,4,450,2024-01-24,confirmed
3467,H035,Hotel c,Suite,10,254,2024-12-28,confirmed
1566,H016,Hotel P,Double,3,241,2024-12-11,confirmed
3961,H040,Hotel h,Double,4,166,2024-11-07,confirmed
4836,H049,Hotel q,Suite,9,404,2024-03-02,confirmed
1,H001,Hotel A,Single,3,218,2024-11-08,confirmed
1092,H011,Hotel K,Double,2,103,2024-06-01,confirmed
2053,H021,Hotel U,Suite,5,54,2024-05-16,canceled
965,H010,Hotel J,Single,9,481,2024-01-06,canceled
3367,H034,Hotel b,Deluxe,5,426,2024-09-26,confirmed
3808,H039,Hotel g,Suite,10,185,2024-06-04,canceled
4850,H049,Hotel q,Single,5,264,2024-04-25,confirmed
669,H007,Hotel G,Single,2,478,2024-12-08,confirmed
4565,H046,Hotel n,Deluxe,3,252,2024-02-08,confirmed
2261,H023,Hotel W,Deluxe,9,460,2024-01-12,canceled
1921,H020,Hotel T,Deluxe,2,318,2024-02-24,confirmed
992,H010,Hotel J,Double,3,208,2024-10-13,canceled
4943,H050,Hotel r,Double,10,451,2024-10-26,confirmed
2175,H022,Hotel V,Deluxe,4,180,2024-12-11,confirmed
4892,H049,Hotel q,Single,7,359,2024-05-26,confirmed
3193,H032,Hotel `,Deluxe,5,470,2024-10-14,confirmed
4121,H042,Hotel j,Double,4,274,2024-04-08,canceled
4469,H045,Hotel m,Deluxe,2,269,2024-08-05,canceled
2935,H030,Hotel ^,Double,4,108,2024-02-06,confirmed
1648,H017,Hotel Q,Suite,7,134,2024-05-13,confirmed
846,H009,Hotel I,Single,2,276,2024-07-01,canceled
1977,H020,Hotel T,Double,9,113,2024-08-23,canceled
4240,H043,Hotel k,Double,1,437,2024-12-13,confirmed
3838,H039,Hotel g,Deluxe,5,219,2024-10-24,confirmed
4459,H045,Hotel m,Double,5,281,2024-09-14,canceled
3899,H039,Hotel g,Suite,3,484,2024-03-23,confirmed
266,H003,Hotel C,Suite,5,204,2024-09-20,confirmed
4548,H046,Hotel n,Suite,4,74,2024-02-05,confirmed
1625,H017,Hotel Q,Single,3,237,2024-09-21,confirmed
531,H006,Hotel F,Double,9,100,2024-02-07,confirmed
1202,H013,Hotel M,Single,3,62,2024-10-16,confirmed
4716,H048,Hotel p,Single,10,423,2024-01-08,confirmed
4376,H044,Hotel l,Suite,6,50,2024-03-19,confirmed
2074,H021,Hotel U,Suite,6,268,2024-04-24,confirmed
3272,H033,Hotel a,Suite,1,74,2024-10-03,confirmed
1112,H012,Hotel L,Double,8,330,2024-06-27,confirmed
348,H004,Hotel D,Double,4,107,2024-08-26,confirmed
1581,H016,Hotel P,Suite,2,57,2024-02-22,confirmed
4304,H044,Hotel l,Deluxe,10,183,2024-08-17,confirmed
2745,H028,Hotel \,Suite,8,448,2024-06-22,confirmed
1631,H017,Hotel Q,Suite,10,217,2024-08-13,confirmed
326,H004,Hotel D,Deluxe,2,133,2024-04-01,confirmed
1826,H019,Hotel S,Double,2,124,2024-07-24,confirmed
4275,H043,Hotel k,Deluxe,3,155,2024-04-23,confirmed
4950,H050,Hotel r,Deluxe,6,313,2024-03-06,confirmed
872,H009,Hotel I,Suite,8,93,2024-10-26,confirmed
3050,H031,Hotel _,Suite,6,107,2024-05-12,confirmed
3803,H039,Hotel g,Double,9,399,2024-12-15,confirmed
2428,H025,Hotel Y,Single,6,225,2024-04-27,confirmed
3807,H039,Hotel g,Double,7,460,2024-06-09,confirmed
86,H001,Hotel A,Single,8,137,2024-06-28,confirmed
751,H008,Hotel H,Double,7,403,2024-06-28,confirmed
2221,H023,Hotel W,Single,1,496,2024-03-15,canceled
1997,H020,Hotel T,Single,5,127,2024-08-04,canceled
4628,H047,Hotel o,Single,6,426,2024-04-25,confirmed
1426,H015,Hotel O,Deluxe,4,399,2024-01-13,confirmed
1259,H013,Hotel M,Single,10,270,2024-05-25,confirmed
3941,H040,Hotel h,Deluxe,7,404,2024-07-22,confirmed
4262,H043,Hotel k,Single,4,155,2024-12-02,confirmed
4889,H049,Hotel q,Suite,5,208,2024-02-14,confirmed
2500,H025,Hotel Y,Deluxe,3,265,2024-05-07,canceled
2943,H030,Hotel ^,Deluxe,8,402,2024-05-07,confirmed
4795,H048,Hotel p,Suite,8,339,2024-05-04,confirmed
341,H004,Hotel D,Single,8,403,2024-12-05,canceled
1963,H020,Hotel T,Suite,6,209,2024-01-02,confirmed
4395,H044,Hotel l,Double,10,413,2024-04-02,confirmed
317,H004,Hotel D,Deluxe,4,333,2024-06-22,confirmed
4359,H044,Hotel l,Double,3,442,2024-08-22,canceled
3211,H033,Hotel a,Single,9,393,2024-07-17,confirmed
989,H010,Hotel J,Suite,7,458,2024-09-12,confirmed
3326,H034,Hotel b,Suite,2,362,2024-09-24,confirmed
4252,H043,Hotel k,Suite,5,244,2024-11-27,confirmed
1411,H015,Hotel O,Single,7,120,2024-09-08,confirmed
1340,H014,Hotel N,Suite,7,97,2024-10-20,confirmed
318,H004,Hotel D,Single,2,76,2024-01-07,confirmed
4117,H042,Hotel j,Double,9,357,2024-11-09,canceled
1053,H011,Hotel K,Single,5,291,2024-07-26,canceled
2149,H022,Hotel V,Single,1,406,2024-06-15,confirmed
3598,H036,Hotel d,Single,8,103,2024-03-08,canceled
760,H008,Hotel H,Deluxe,9,449,2024-03-13,confirmed
2456,H025,Hotel Y,Double,8,237,2024-08-13,confirmed
2662,H027,Hotel [,Double,6,65,2024-11-18,confirmed
2674,H027,Hotel [,Double,7,69,2024-11-25,confirmed
3854,H039,Hotel g,Single,9,260,2024-12-28,confirmed
2988,H030,Hotel ^,Double,1,366,2024-06-20,canceled
3657,H037,Hotel e,Single,3,140,2024-05-09,confirmed
2653,H027,Hotel [,Single,9,368,2024-11-06,confirmed
3596,H036,Hotel d,Single,8,228,2024-03-11,confirmed
1640,H017,Hotel Q,Suite,5,211,2024-04-21,confirmed
444,H005,Hotel E,Single,6,427,2024-08-21,confirmed
4134,H042,Hotel j,Suite,6,299,2024-08-07,confirmed
2728,H028,Hotel \,Deluxe,8,229,2024-12-07,confirmed
4927,H050,Hotel r,Single,5,384,2024-04-14,confirmed
3887,H039,Hotel g,Single,7,430,2024-09-25,confirmed
1725,H018,Hotel R,Deluxe,5,182,2024-11-14,confirmed
1929,H020,Hotel T,Suite,1,151,2024-03-17,canceled
4955,H050,Hotel r,Double,1,329,2024-02-20,confirmed
3325,H034,Hotel b,Single,9,437,2024-10-28,confirmed
4224,H043,Hotel k,Deluxe,6,382,2024-05-19,confirmed
2729,H028,Hotel \,Suite,4,125,2024-04-22,confirmed
3687,H037,Hotel e,Deluxe,4,340,2024-01-16,confirmed
1729,H018,Hotel R,Deluxe,6,90,2024-12-07,confirmed
2335,H024,Hotel X,Single,2,88,2024-12-17,confirmed
3178,H032,Hotel `,Deluxe,1,57,2024-05-18,confirmed
125,H002,Hotel B,Suite,1,280,2024-03-02,canceled
382,H004,Hotel D,Double,8,397,2024-05-16,confirmed
1590,H016,Hotel P,Suite,7,426,2024-08-13,confirmed
641,H007,Hotel G,Double,10,379,2024-05-28,confirmed
133,H002,Hotel B,Deluxe,2,101,2024-07-24,confirmed
983,H010,Hotel J,Single,3,489,2024-06-02,confirmed
